ingredient,count
피이지-75,1
소이아이소플라본,1
우유엑소좀,1
은행나무잎추출물,1
복사나무잎추출물,1
스위트아몬드오일,1
팔리토일트라이펩타이드-5,1
소듐팔미토일프롤린,1
폴리,1
알바수련꽃추출물,1
"적색산화철','글루타티온'",1
세테아릴아이소노나노에이트,1
피씨에이다이메티콘,1
라우다이모늄하이드록시프로필하이드롤라이즈드밀단백질,1
프로콜라겐,1
다이소듐아데노신트라이포스페이트,1
제인,1
달맞이꽃추출물,1
대왕송잎추출물,1
스타이렌/아크릴레이트코폴리머,1
C12-13파레스-9,1
푸마릭애씨드,1
씨대퍼딜추출물,1
프렌치로즈꽃추출물,1
오레가노추출물,1
헥실신남알,1
아보카도오일,1
비타민나무열매오일,1
히아신스전초추출물,1
클레리추출물,1
수레국화꽃추출물,1
보리지추출물,1
덱스트린팔미테이트,1
꽃송이버섯추출물,1
카프릴릭/카프릭/석시닉트라이글리세라이드,1
알루미늄/마그네슘하이드록사이드스테아레이트,1
세테스-5,1
세테스-3,1
코토니추출물,1
피이지-5레이프씨드스테롤,1
타라열매추출물,1
바이오사카라이드검-4,1
소듐나프탈렌설포네이트,1
히비스커스꽃추출물,1
호스테일켈프추출물,1
스트로브잣나무껍질추출물,1
데사미도콜라겐,1
마카뿌리추출물,1
올레일알코올,1
"정제수','잔탄검'",1
스트렙토코쿠스 테르모필루스발효물,1
프로필갈레이트,1
에르고티오네인,1
바추잎잎추출물,1
리씨열매오일,1
오렌지꽃오일,1
하이드롤라이즈드스클레로튬검,1
피톨,1
비즈왁스,1
폴리글리세릴-3폴리리시놀리에이트,1
피이지-7트라이메틸올프로판코코넛에터,1
바위돌꽃뿌리추출물,1
아르니카 몬타나꽃추출물,1
눈빛승마추출물,1
회화나무꽃추출물,1
채찍산호추출물,1
당호박씨오일,1
락토바실러스세포외소포,1
폴리쿼터늄-22,1
라우릴하이드록시설테인,1
다이소듐코코암포다이아세테이트,1
아크릴레이트코폴리머,1
비스-에칠헥실옥시페놀메톡시페닐트리아진,1
옥토크릴렌,1
글루타밀아미도에틸인돌,1
C12-14Sec-알케스-12,1
흰무늬엉겅퀴추출물,1
라케모사승마뿌리추출물,1
"소듐아세틸레이티드하이알루로네이트','하이드롤라이즈드하이알루로닉애씨드'",1
테트라하이드로피페린,1
폴리하이드록시스테아릭애씨드,1
돌콩추출물,1
폴리글리세릴-6올리에이트,1
연꽃잎세포배양가루,1
C9-12알케인,1
요엽후박나무껍질추출물,1
연꽃캘러스배양추출물,1
녹차카테킨,1
트라이에톡시카프릴릴실레인,1
미네랄솔트,1
이리추출물,1
메틸글루세스-10,1
소듐살리실레이트,1
라벤더꽃수,1
설탕단풍추출물,1
오렌지추출물,1
레몬추출물,1
테트라아세틸피토스핑고신,1
장미추출물,1
장미꽃오일,1
"에칠아스코빌에텔','소듐헥사메타포스페이트'",1
소듐레불리네이트,1
레불리닉애씨드,1
오렌지수,1
소듐실리케이트,1
칼슘실리케이트,1
"소듐헥사메타포스페이트','비타민나무수'",1
포도덩굴추출물,1
애플민트잎추출물,1
콘민트잎추출물,1
갈랑가갈랑갈추출물,1
뽕나무열매추출물,1
스키산드라 스페난테라열매추출물,1
비타민나무추출물,1
카우슬립꽃추출물,1
락토바실러스/석류발효추출물,1
모하비유카뿌리추출물,1
몰약수지추출물,1
페루기네움철쭉추출물,1
루이보스추출물,1
자이언트켈프추출물,1
락토코쿠스발효물,1
서양톱풀꽃/잎/줄기추출물,1
코코넛야자열매수,1
황색산화철,1
락토바실러스/콩추출물발효여과물,1
스피드웰꽃/잎/줄기추출물,1
검은귀리추출물,1
화산재,1
타마린드씨검,1
아세틸피토스핑고신,1
콜레스테릴노나노에이트,1
콜레스테릴클로라이드,1
콜레스테릴아이소스테아레이트,1
4-t-부틸사이클로헥산올,1
볼도잎추출물,1
카프 릴릭/카프릭트라이글리세라이드,1
하이드로제네이티드올리브오일불검화물,1
흰목이버섯폴리사카라이드,1
장미꽃,1
서양산딸기추출물,1
아사이팜열매추출물,1
마조람잎오일,1
효모/보리씨발효추출물,1
레이디스맨틀꽃/잎/줄기추출물,1
"글리세린', '다이메티콘', '아이소세틸스테아레이트', '나이아신아마이드', '아이소프로필라우로일사코시네이트', '실리카', '암모늄폴리아크릴로일다이메틸타우레이트', '쌀전분', '석류과피추출물', '포타슘세틸포스페이트', '솔비탄올리에이트', '징크피씨에이', '글리세릴스테아레이트에스이', '아이소헥사데칸', '소듐하이드록사이드', '미리스틸미리스테이트', '2-올레아미도-1,3-옥타데칸다이올', '만노오스', '폴록사머338', '카프릴로일살리실릭애씨드', '카프릴릴글라이콜', '비트레오스실라발효물', '시트릭애씨드', '트라이소듐에틸렌다이아민다이석시네이트', '말토덱스트린', '잔탄검', '펜틸렌글라이콜', '폴리솔베이트80', '아크릴아마이드/소듐아크릴로일다이메틸타우레이트코폴리머', '살리실릭애씨드', '피록톤올아민', '향료'",1
당아욱꽃/잎/줄기추출물,1
아이소세테스-20,1
해마토코쿠스 플루비알리스추출물,1
유럽밤나무씨추출물,1
클로렐라 프로토테코이데스추출물,1
세틸팔미테이트,1
쓴풀추출물,1
푸른연꽃추출물,1
징크하이드롤라이즈드하이알루로네이트,1
글루코닉애씨드,1
펜타펩타이드-4,1
팔미토일다이펩타이드-7,1
실란트라이올,1
알지닉애씨드,1
카프로익애씨드,1
콜라겐수,1
우유지질,1
초유,1
효모발효용해여과물,1
피키아발효용해여과물,1
바오밥나무잎추출물,1
서양송악추출물,1
레몬향티트리오일,1
소듐아세테이트,1
노티드랙추출물,1
엘더꽃추출물,1
월귤잎추출물,1
에델바이스꽃/잎추출물,1
네오펜틸글라이콜다이카프레이트,1
소듐코코일이세티오네이트,1
가르시니아열매추출물,1
블랙체리열매추출물,1
바다포도추출물,1
스위트아몬드추출물,1
폴리글리세릴-5폴리리시놀리에이트,1
다이메틸설폰,1
병풀캘러스세포외소포,1
코코-글루코사이드,1
하이드롤라이즈드밀단백질,1
합성왁스,1
세틸에 틸헥사노에이트,1
글루카민,1
갈바눔수지오일,1
시트로넬라오일,1
C12-16알코올,1
소두구씨오일,1
마테잎추출물,1
트라이에틸시트레이트,1
옥탄다이올,1
서양벌노랑이씨추출물,1
알로에베라잎폴리사카라이드,1
토코트라이엔올,1
식물성오일,1
소듐폴리글루타메이트,1
돌콩싹추출물,1
"시트릭애씨드','소듐디엔에이'",1
"베타-카로틴','알로에베라잎수'",1
아마씨추출물,1
히솝추출물,1
청각추출물,1
오르니틴,1
아이소부틸아미도티아졸릴레조시놀,1
알에이치-올리고펩타이드-1,1
청색1호,1
"글리세린', '부틸렌글라이콜', '펜틸렌글라이콜', '아이소프로필미리스테이트', '피이지/피피지/폴리부틸렌글라이콜-8/5/3글리세린', '소듐하이드록사이드', '만노오스', '메틸다이하이드로자스모네이트', '아크릴레이트/C10-30알킬아크릴레이트크로스폴리머', '페녹시에탄올', '하이드로제네이티드레시틴', '알파-글루칸올리고사카라이드', '카프릴릴글라이콜', '폴리솔베이트20', '마데카소사이드', '스핑고모나스발효추출물', '시트릭애씨드', '야콘뿌리즙', '소듐메틸스테아로일타우레이트', '아세틸다이펩타이드-1세틸에스터', '소듐벤조에이트', '말토덱스트린', '징크글루코네이트', '망가니즈글루코네이트', '소듐하이알루로네이트', '엑토인', '단삼뿌리추출물', '살리실로일피토스핑고신', '락토바실러스', '트라이소듐에틸렌다이아민다이석시네이트', '비사보롤', '정제수'",1
세틸피이지/피피지-10/1다이메티콘,1
야콘뿌리즙,1
망가니즈글루코네이트,1
알파-글루칸올리고사카라이드,1
알루미늄하이드록사이드,1
카프릴로일글라이신,1
비트레오스실라발효물,1
개청각추출물,1
감태추출물,1
아세틸레이티드글라이콜스테아레이트,1
약모밀꽃/잎/줄기수,1
미로탐누스 플라벨리폴리아잎/줄기추출물,1
포도뿌리추출물,1
폴리글리세릴-4아이소스테아레이트,1
유채추출물,1
하이드로제네이티드쌀겨오일,1
흰버드나무잎추출물,1
폴리프로필실세스퀴옥세인,1
코코넛워터,1
매스틱검,1
피키아발효추출여과물,1
포스페이트버퍼드셀라인,1
아세틸올리고펩타이드-99아마이드,1
알에이치-폴리펩타이드-2,1
알에이치-폴리펩타이드-1,1
네오펜틸글라이콜다이헵타노에이트,1
물망초꽃/잎/줄기추출물,1
"글리세린’, '프로판다이올','나이아신아마이드’,'락틱애씨드','하이드록시에틸피페라진에탄설포닉애씨드','하이드록시아세토페논','소듐하이드록사이드','하이드록시프로필구아','살리실릭애씨드','파이틱애씨드'",1
글리세릴베헤네이트,1
오미자수,1
칼슘알지네이트,1
트라이플루오로아세틸트라이펩타이드-2,1
옐로우체이스트위드추출물,1
효모/헥사펩타이드-11발효여과추출물,1
확정세포배양액9,1
참깨오일,1
파스향나무잎추출물,1
4-부틸레조시놀,1
트로폴론,1
벤질알코올,1
C30-45알킬다이메티콘,1
미리스틸미리스테이트,1
피토스테릴/이소스테아릴/세틸/스테아릴/베헤닐다이머디리놀리에이트,1
트라이소듐포스페이트,1
C13-15알케인,1
레몬그라스잎오일,1
솔잣나무가지/잎오일,1
다시마즙,1
메틸메타크릴레이트크로스폴리머,1
시메티콘,1
락토바실러스/고추냉이뿌리발효추출물,1
락토바실러스/호밀가루발효물,1
시금치추출물,1
검은깨추출물,1
형개추출물,1
얼룩조릿대잎추출물,1
조류추출물,1
"알로에베라잎수','포타슘솔베이트'",1
크산토필,1
탄제린추출물,1
병풀잎수,1
후추열매오일,1
생강오일,1
육계잎오일,1
병풀꽃/잎/줄기추출물,1
동백나무꽃추출물,1
잣나무씨추출물,1
피이지/피피지-18/18다이메티콘,1
유제놀,1
폴리그릴세릴-10스테아레이트,1
니아울리나무잎오일,1
브로콜리추출물,1
아세로라추출물,1
도금양열매추출물,1
살비아오일,1
석류과피추출물,1
카바카바뿌리추출물,1
디스타치포스페이트,1
소듐올레오일하이알루로네이트,1
소듐스테아로일하이알루로네이트,1
소듐설페이티드하이알루로네이트,1
하이드롤라이즈드칼슘하이알루로네이트,1
스핑고리피드,1
트라이펩타이드-2,1
하이드롤라이즈드루핀단백질,1
덱스판테놀,1
폴록사머407,1
아연,1
자두추출물,1
살구추출물,1
도라지뿌리추출물,1
무추출물,1
락토바실러스/배즙발효여과물,1
세라마이드엔지,1
아이소스테아릭애씨드,1
타히티바닐라추출물,1
참오동나무잎추출물,1
메도우스위트추출물,1
생달나무잎추출물,1
녹나무잎추출물,1
월계수잎추출물,1
하이알루로닉애씨드/폴리아이소프로필아크릴아마이드코폴리머,1
산구절초추출물,1
고수추출물,1
후박나무가지추출물,1
카퍼설페이트,1
소듐만노오스포스페이트,1
바질오일,1
로얄젤리추출물,1
자작나무수액,1
가시대나무수액,1
님잎추출물,1
개똥쑥추출물,1
미역취추출물,1
락토바실러스/호박열매발효여과물,1
쿠티박테리움 그라눌로숨발효추출여과물,1
꽈리꽃받침추출물,1
흑효모발효물,1
인디고추출물,1
수박추출물,1
락토바실러스/인삼뿌리발효여과물,1
왕질경이씨추출물,1
락토바실러스/부레옥잠발효물,1
기장추출물,1
바질잎추출물,1
산뽕나무잎추출물,1
페퍼민트꽃/잎/줄기추출물,1
레몬밤추출물,1
레몬버베나잎추출물,1
표고버섯추출물,1
고구마뿌리추출물,1
해바라기씨추출물,1
잎새버섯자실체추출물,1
긴병꽃풀추출물,1
허브로버트추출물,1
쿠네아타산사열매추출물,1
귤껍질추출물,1
유자추출물,1
치커리뿌리추출물,1
모과추출물,1
결명씨추출물,1
동백나무잎추출물,1
순무잎추출물,1
양배추추출물,1
마늘추출물,1
으름덩굴추출물,1
개다래추출물,1
단풍나무잎추출물,1
효모/포도발효추출물,1
모나스커스/쌀발효물,1
펙틴,1
