ingredient,count
하이드롤라이즈드엘라스틴,14
잇꽃꽃추출물,14
카카오씨추출물,14
데실글루코사이드,14
글리세릴글루코사이드,14
징크피씨에이,14
솔비톨,13
풀루란,13
폴리글루타믹애씨드,13
글리세릴폴리메타크릴레이트,13
발린,13
셀룰로오스검,13
아이소류신,13
피토스핑고신,13
페닐알라닌,13
메티오닌,13
트라이소듐이디티에이,13
라이신,13
락토바실러스발효용해물,13
아라키딜글루코사이드,13
센티드제라늄꽃오일,13
다마스크장미꽃수,13
트라넥사믹애씨드,13
로즈마리잎오일,13
류신,13
자일리틸글루코사이드,13
3-부탄다이올,13
옥틸도데세스-16,12
무화과추출물,12
피토스테롤,12
모란뿌리추출물,12
시스테인,12
멕시칸주니퍼오일,12
유채스테롤,12
소듐락테이트,12
흰버드나무껍질추출물,12
타이로신,12
쇠비름추출물,12
하이드로제네이티드폴리데센,12
카프릴로일살리실릭애씨드,12
알파-알부틴,12
비닐다이메티콘,12
다이페닐다이메티콘,12
트라이펩타이드-1,12
글라이코리피드,12
헥사펩타이드-9,11
덱스트란,11
아세틸글루코사민,11
글리세릴스테아레이트시트레이트,11
소듐하이드록사이드,11
사탕수수추출물,11
프로필렌글라이콜,11
하이드록시프로필사이클로덱스트린,11
안하이드로자일리톨,11
하이드록시에틸우레아,11
비사보롤,11
오렌지껍질오일,11
콜라겐,10
아이소프로필미리스테이트,10
소듐벤조에이트,10
폴리솔베이트60,10
솔비탄올리에이트,10
티옥틱애씨드,10
포타슘솔베이트,10
글라이코실트레할로오스,10
에탄올,10
비피다발효용해물,10
C12-13알케스-9,10
쑥잎추출물,10
알부틴,10
C14-22알코올,10
000 ppm),10
다시마추출물,10
마트리카리아꽃추출물,9
수용성콜라겐,9
레스베라트롤,9
에톡시다이글라이콜,9
베타-카로틴,9
에스에이치-올리고펩타이드-1,9
젤란검,9
소듐메타포스페이트,9
한련초잎추출물,9
판토테닉애씨드,9
류코노스톡/무발효여과물,9
아스코빌글루코사이드,9
아이소노닐아이소노나노에이트,9
노나펩타이드-1,9
피이지-100스테아레이트,9
말라카이트추출물,9
소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,9
백미꽃추출물,9
포트마리골드꽃추출물,9
소듐글루코네이트,9
당느릅나무뿌리추출물,9
C12-14알케스-12,9
당근추출물,9
하이드로제네이티드스타치하이드롤리세이트,9
알로에베라꽃추출물,9
폴리아이소부텐,9
에틸헥실팔미테이트,9
폴리글리세릴-2다이폴리하이드록시스테아레이트,9
에리스리톨,8
스핑고모나스발효추출물,8
에스에이치-폴리펩타이드-1,8
피이지-40하이드로제네이티드캐스터오일,8
아라키딜알코올,8
다마스크장미꽃오일,8
폴리글리세릴-6라우레이트,8
글라이콜릭애씨드,8
비타민나무열매추출물,8
세라마이드이오피,8
지모뿌리추출물,8
메도우폼씨오일,8
페닐트라이메티콘,8
올레익애씨드,8
포타슘포스페이트,8
소듐피씨에이,8
세라마이드에이피,8
참마뿌리추출물,8
수크로오스스테아레이트,8
사카라이드아이소머레이트,8
밤껍질추출물,8
황련뿌리추출물,8
띠뿌리추출물,8
다이메틸아이소소바이드,8
니코틴아마이드아데닌다이뉴클레오타이드,8
피피지-13-데실테트라데세스-24,7
포타슘하이드록사이드,7
효모발효여과물,7
아가,7
호장근뿌리추출물,7
비에이치티,7
다이메틸실란올하이알루로네이트,7
암모늄폴리아크릴로일다이메틸타우레이트,7
페녹시에탄올,7
로즈마리잎추출물,7
사과추출물,7
석시닉애씨드,7
캐모마일꽃오일,7
도둑놈의지팡이뿌리추출물,7
다이메티콘올,7
세라마이드엔에스,7
칡뿌리추출물,7
티트리잎추출물,7
수크로오스,7
유비퀴논,7
드럼스틱씨오일,7
수크로오스팔미테이트,7
다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트,7
소듐포스페이트,7
마그네슘클로라이드,7
테트라데실아미노부티로일발릴아미노부티릭우레아트라이플루오로아세테이트,7
하이드로제네이티드폴리(C6-14올레핀),7
피이지-30다이폴리하이드록시스테아레이트,7
포스파티딜콜린,6
세라마이드에이에스,6
메틸다이아이소프로필프로피온아마이드,6
바쿠치올,6
포타슘세틸포스페이트,6
폴리글리세릴-3다이아이소스테아레이트,6
피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트,6
에틸헥실글리세린*,6
효모/감자추출물발효여과물,6
카르니틴,6
비스-피이지-18메틸에터다이메틸실레인,6
소듐헤파린,6
포타슘클로라이드,6
아세틸테트라펩타이드-2,6
4-터피네올,6
아세틸테트라펩타이드-5,6
콜라겐추출물,6
커피콩추출물,6
아세틸테트라펩타이드-3,6
칼슘클로라이드,6
붉은토끼풀꽃추출물,6
카프릴릴메티콘,6
아데노신트라이포스페이트,6
바오밥나무씨오일,6
편백잎추출물,6
인삼추출물,6
하이드롤라이즈드디엔에이,6
한련초추출물,6
수크로오스다이스테아레이트,6
프룩탄,6
타임잎추출물*,6
마이카,6
작약뿌리추출물,6
팔미토일헥사펩타이드-12,6
글라이코스핑고리피드,6
스피어민트추출물,6
접시꽃추출물,6
다이메티콘/비닐다이메티콘크로스폴리머,6
펜타에리스리틸테트라에틸헥사노에이트,6
카르노신,6
비파나무잎추출물,6
베타-시토스테롤,6
C12-20알킬글루코사이드,6
달맞이꽃꽃추출물,6
미리스틸글루코사이드,6
라우릴글루코사이드,6
효모/보리씨발효여과물,6
적색산화철,6
클레리오일,6
알로에베라잎즙,5
로우스위트블루베리추출물,5
다이펩타이드-4,5
옥수수전분,5
비니거,5
아모다이메티콘,5
티트리잎오일,5
소듐다이라우미도글루타미드라이신,5
우레아,5
녹차씨오일,5
산양삼추출물,5
불가리스쑥오일,5
이눌린라우릴카바메이트,5
에스에이치-옥타펩타이드-4,5
버지니아풍년화추출물,5
올리고펩타이드-1,5
센티드제라늄꽃오일+,5
오일팜오일,5
홍삼추출물,5
다이부틸아디페이트,5
아세틸다이펩타이드-1세틸에스터,5
티아민에이치씨엘,5
레몬밤꽃/잎/줄기수*,5
로즈마리잎수*,5
오렌지껍질오일+,5
라임전초오일+,5
흰목이버섯추출물,5
에스에이치-데카펩타이드-7,5
아세틸테트라펩타이드-11,5
유칼립투스잎추출물*,5
로즈마리잎오일+,5
폴스애플민트잎추출물*,5
로즈힙열매추출물*,5
폴리글리세릴-10미리스테이트,5
글리세릴스테아레이트에스이,5
팔미토일트라이펩타이드-8,5
에스에이치-올리고펩타이드-2,5
니코틴아마이드모노뉴클레오타이드,5
소듐하이알루로네이트(1,5
폴리글루쿠로닉애씨드,5
라임전초오일,5
퀸즈랜드넛오일,5
에스에이치-폴리펩타이드-22,5
고삼뿌리추출물,5
락토코쿠스발효용해물,5
소듐하이알루로네이트다이메틸실란올,5
칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물,5
마그네슘아스코빌포스페이트,5
글리세릴올리에이트,5
에스에이치-폴리펩타이드-3,5
폴리글리세릴-3다이스테아레이트,5
타우린,5
아라비아고무나무검,5
레티놀,5
코코-카프릴레이트/카프레이트,5
낫토검,5
폴리글리세릴-4카프레이트,5
하이드롤라이즈드해면,5
다이글리세린,5
아세틸옥타펩타이드-3,5
솔비탄세스퀴올리에이트,5
다이펩타이드-2,5
헥실데칸올,5
사과씨추출물,5
하수오뿌리추출물,5
대왕소나무잎추출물,5
감나무잎추출물,5
광곽향오일,5
2-헥산다이올*,5
석류추출물,5
아스타잔틴,5
리놀레익애씨드,5
트라이소듐에틸렌다이아민다이석시네이트,5
별꽃추출물,5
아스코빌팔미테이트,5
다이카프릴릴카보네이트,5
셀룰로오스,5
베타인살리실레이트,5
데이지꽃추출물,5
레몬밤잎추출물,5
솔비탄스테아레이트,4
글라이코사미노글리칸,4
리놀레닉애씨드,4
카라멜,4
포도씨추출물,4
구아이아줄렌,4
탄닉애씨드,4
피씨에이,4
잇꽃씨오일,4
효모발효추출물,4
아세틸테트라펩타이드-9,4
바실러스발효물,4
하이드롤라이즈드익스텐신,4
서양송악잎/줄기추출물,4
드럼스틱씨추출물,4
인디안구스베리열매추출물,4
녹차수,4
t-부틸알코올,4
미리스틱애씨드,4
이눌린,4
니코티노일트라이펩타이드-1,4
쌀발효여과물,4
멜라토닌,4
라즈베리케톤,4
소엽맥문동뿌리추출물,4
레티닐팔미테이트,4
아크릴레이트/암모늄메타크릴레이트코폴리머,4
유칼립투스잎오일,4
발삼아미리스껍질오일,4
시트로넬올※,4
엘라스틴,4
캐모마일꽃추출물,4
포도씨오일,4
부틸렌글라이콜*,4
감초뿌리추출물,4
레몬껍질오일,4
만노오스,4
벤질벤조에이트,4
마그네슘설페이트,4
하이드롤라이즈드식물성단백질,4
다마스크장미꽃오일(불가리아 공인),4
사과세포배양추출물,4
포도추출물,4
하이드록시프로필비스팔미타마이드엠이에이,4
육계나무껍질추출물,4
하이드록시데실유비퀴논,4
전호추출물,4
라우릭애씨드,4
효모/마그네슘발효물,4
글루코실루틴,4
오카무라큰실말추출물,4
베르가모트잎추출물,4
피리독신,4
알로에베라잎추출물,4
폴릭애씨드,4
카라기난,4
지황뿌리추출물,4
소듐트라이메타포스페이트,4
효모/철발효물,4
귀리커넬추출물,4
피브이피,4
바이오티노일트라이펩타이드-1,4
하이드록시피나콜론레티노에이트,4
티타늄디옥사이드,4
소듐팔미토일사코시네이트,4
아세틸글루타민,4
글루타민,4
아스파라진,4
트립토판,4
000ppb),4
페네틸알코올,4
수용성프로테오글리칸,4
헥사펩타이드-11,4
600ppm),4
동충하초추출물,4
수크로오스라우레이트,4
프로폴리스추출물,4
꿀추출물,4
하이드록시페닐프로파미도벤조익애씨드,4
소듐디엔에이(0.5ppm),4
티트리추출물,4
밀리타리스동충하초추출물,4
각시둥굴레뿌리줄기/뿌리추출물,4
소듐메틸스테아로일타우레이트,4
소듐메타바이설파이트,4
검은뽕나무열매추출물,4
헥실렌글라이콜,4
식물성스쿠알란,4
효모/실리콘발효물,4
스타아니스추출물,4
효모/아연발효물,4
효모/구리발효물,4
리솔레시틴,4
알진,4
산수유열매추출물,3
소듐바이카보네이트,3
베헤닉애씨드,3
에칠헥실트리아존,3
피이지-10피토스테롤,3
삽주뿌리줄기추출물,3
타임추출물*,3
달맞이꽃오일,3
알지닌*,3
라미나리아 오크롤레우카추출물,3
3-헥센올,3
4-다이메틸-3-사이클로헥신카복스알데하이드,3
헥세닐아세테이트,3
메틸렌다이옥시페닐메틸프로판알,3
헥사펩타이드-12,3
유칼립톨,3
이노시톨,3
에틸리날룰,3
팔미토일트라이펩타이드-38,3
쿠푸아수씨버터,3
하이드록시에틸피페라진에탄설포닉애씨드,3
미리스토일펜타펩타이드-17,3
호박가루,3
스피어민트잎오일,3
만델릭애씨드,3
클로헥시딘디글루코네이트,3
스테아레스-20,3
니코티노일다이펩타이드-23,3
나이아신아마이드(5%),3
복사나무꽃추출물,3
더덕뿌리추출물,3
카바카바잎/뿌리/줄기추출물,3
하이드로제네이티드식물성오일,3
미리스토일펜타펩타이드-4,3
라피노오스,3
키토산,3
화이트루핀씨추출물,3
초피나무열매추출물,3
헤스페리딘메틸칼콘,3
플로레틴,3
라이소레시틴,3
리날릴아세테이트,3
참당귀뿌리추출물*,3
에스알-(올리고펩타이드-91클로스트리듐보툴리눔폴리펩타이드-1),3
아틀라스시다나무껍질오일,3
대추추출물,3
C12-14파레스-12,3
에스에이치-폴리펩타이드-16,3
에스에이치-폴리펩타이드-11,3
에스에이치-폴리펩타이드-9,3
자몽껍질오일,3
영지버섯추출물*,3
클로페네신,3
알지닌/라이신폴리펩타이드,3
폴리글리세릴-4올리에이트,3
합성플루오르플로고파이트,3
아세틸헥사펩타이드-1,3
트라이펩타이드-32,3
트라이펩타이드-10시트룰린,3
효모추출물,3
글라이코프로테인*,3
하이드롤라이즈드옥수수전분,3
칼슘판토테네이트,3
천문동뿌리추출물*,3
코질메틸렌다이옥시신나메이트,3
하이드로제네이티드포스파티딜콜린,3
다마스크장미꽃추출물,3
메틸다이하이드로자스모네이트,3
글루타믹애씨드*,3
나이아신아마이드(50,3
산수유열매추출물*,3
폴리글리세릴-4라우레이트,3
소듐서팩틴,3
스클레로튬검,3
2-t-부틸사이클로헥실아세테이트,3
에틸렌브라실레이트,3
비치스트로베리추출물,3
벤질살리실레이트,3
옥수수커넬추출물,3
호동씨오일,3
테레프탈릴리덴디캠퍼설포닉애씨드,3
틴옥사이드,3
지치뿌리추출물,3
폴리글리세릴-10다이아이소스테아레이트,3
판토락톤,3
헵타소듐헥사카복시메틸다이펩타이드-12,3
소나무잎추출물,3
소듐올리에이트,3
캐스터오일/아이피디아이코폴리머,3
겨우살이추출물,3
포도세포추출물,3
헤스페리딘,3
트라이펩타이드-3,3
피이지/피피지/폴리부틸렌글라이콜-8/5/3글리세린,3
마이크로크리스탈린셀룰로오스,3
트록세루틴,3
티몰트라이메톡시신나메이트,3
트라이데세스-6,3
폴리메틸메타크릴레이트,3
솔비탄라우레이트,3
리보플라빈,3
메나다이온,3
영지버섯추출물,3
석시노글리칸,3
피이지-7글리세릴코코에이트,3
일랑일랑꽃오일,3
에스에이치-펜타펩타이드-19,3
유칼립투스잎추출물,3
호호바왁스피이지-120에스터,3
병풀뿌리추출물,3
콜레스-24,3
에피갈로카테킨갈레이트,3
알파-비사보롤,3
피이지/피피지-17/6코폴리머,3
에스에이치-올리고펩타이드-9,3
올레아놀릭애씨드,3
람노오스,3
효모폴리펩타이드,3
소듐아크릴릭애씨드/엠에이코폴리머,3
글리시레티닉애씨드,3
폴리우레탄-15,3
편백수,3
올리브나무잎추출물,3
폴리아크릴레이트-13,3
글리세릴폴리아크릴레이트,3
삼백초추출물,3
징크옥사이드,3
인삼열매추출물,3
피이지-6,3
비피다발효여과물,3
피이지-60 하이드로제네이티드캐스터오일,3
아스코빅애씨드폴리펩타이드,3
케이프알로에잎추출물,3
카카두플럼추출물,3
트라이아이소스테아린,3
수련추출물,3
연필향나무오일,3
아르간커넬오일,3
제로틴/하이드롤라이즈드디엔에이,3
티타늄디옥사이드 (CI 77891),3
서양배추출물,3
아스코빌테트라이소팔미테이트,3
올리고펩타이드-2,3
마그네슘글루코네이트,2
드로메트리졸트리실록산,2
해마토코쿠스 플루비알리스오일,2
라이신에이치씨엘,2
카페오일트라이펩타이드-1,2
암모늄아크릴로일다이메틸타우레이트/브이피코폴 리머,2
다이에틸헥실석시네이트,2
폴리쿼터늄-7,2
붉나무충영추출물,2
하이드록시프로필트라이모늄하이알루로네이트(0.001%),2
트라이데세스-10,2
글라이콜다이스테아레이트,2
하이드레이티드실리카,2
아티초크잎추출물,2
디에칠아미노하이드록시벤조일헥실벤조에이트,2
"""정제수",2
크레아틴,2
하이드롤라이즈드소듐하이알루로네이트(0.001%),2
다이메티콘크로스폴리머,2
황해쑥잎수(10,2
버지니아풍년화잎수,2
소듐아크릴레이트크로스폴리머-2,2
옥타펩타이드-7,2
올리고펩타이드-3,2
에스에이치-데카펩타이드-9,2
펜타펩타이드-18,2
비스-에톡시다이글라이콜사이클로헥산1,2
폴리락틱애씨드,2
펜타펩타이드-3,2
폴리글리세릴-10아이소스테아레이트,2
세테아릴글루코사이드,2
다이펩타이드-15,2
코질카복시다이펩타이드-23,2
소듐아세틸레이티드하이알루로네이트(0.001%),2
칼슘글루코네이트,2
아세틸헥사펩타이드-8(5 ppm),2
카퍼트라이펩타이드-1(5 ppm),2
000ppm,2
진흙버섯추출물,2
049ppm),2
에스에이치-폴리펩타이드-121(1.98 ppm),2
글라이코프로테인,2
우릭애씨드,2
동백나무씨오일,2
갈로일펜타펩타이드-33,2
카페오일에스에이치-옥타펩타이드-4,2
다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트(0.3 ppm),2
폴리실리콘-11,2
올리고펩타이드-68(0.095 ppm),2
팔미토일트라이펩타이드-8(0.02ppm),2
포타슘코코일글리시네이트,2
554 ppm),2
레틴알,2
포타슘마그네슘아스파테이트,2
하이알루로닉애씨드(0.001%),2
트라이프로필렌글라이콜,2
하이드록시프로필스타치포스페이트,2
포타슘크로라이드,2
사코신,2
더위지기추출물,2
냉초추출물,2
버지니아풍년화수,2
다이펜타에리스리틸헥사C5-9애씨드에스터,2
락토바실러스,2
사이클로덱스트린,2
멕시칸치아씨추출물,2
효모/겨우살이발효추출물,2
양까막까치밥나무열매추출물,2
효모/띠뿌리발효추출물,2
"토코페롤""",2
펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트,2
크랜베리추출물,2
징크글루코네이트,2
000 ppb),2
왕귤껍질오일,2
글리세레스-20,2
참당귀뿌리추출물,2
밤부사 불가리스수,2
글리세릴아라키도네이트,2
글리세릴리놀리네이트,2
4-터피네올(109.3 ppm),2
천문동뿌리추출물,2
하이드록시프로필구아,2
실버위드추출물,2
흰서양송로추출물,2
티타늄디옥사이드(CI 77891),2
하이드록시프로필메틸셀룰로오스,2
트루로즈오브예리코추출물,2
헥사펩타이드-2,2
카프릴로일다이펩타이드-17,2
피이지-10레이프씨드스테롤,2
녹차수(9.98906 %),2
빌베리열매추출물,2
소듐하이알루로네이트(1.5 ppm),2
나이아신아마이드(30,2
당호박추출물,2
라벤더꽃추출물,2
하이드롤라이즈드하이알루로닉애씨드(30 ppm),2
글리세릴리놀리에이트,2
쌀겨오일,2
판테놀(2.7%),2
자일로오스,2
살비아추출물,2
피피지-13 -데실테트라데세스-24,2
하이드록시메톡시페닐데카논,2
하이드롤라이즈드하이알루로닉애씨드(0.01%),2
소듐글리세로포스페이트,2
소듐콘드로이틴설페이트,2
트라이데케인,2
운데케인,2
에칠아스코빌에텔(3-O-에틸아스코빅애씨드)(1.8%),2
니코틴아마이드모노뉴클레오이드,2
암모늄아크릴로일다이메틸타우레이트/베헤네스-25메타크라일레이트 크로스폴리머,2
소듐하이알루로네이트(500.1 ppm),2
리날룰 *표시: belif original formula +표시: 식물 유래 향,2
필리핀오렌지껍질오일,2
라즈베리추출물,2
프랑스해안송껍질추출물(0.1 ppm),2
팔미토일다이펩타이드-5다이아미노부틸로일하이드록시트레오닌,2
캐롭검,2
판테놀(5,2
토마토추출물,2
바오밥나무씨추출물,2
하이드롤 라이즈드치자추출물,2
토마추출물,2
아스코빅애씨드(5.5%),2
하이알루로닉 애씨드(100 ppm),2
쌀추출물,2
소듐메타 포스페이트,2
카퍼글루코네이트,2
에틸헥실 글리세린,2
에난티아 클로란타껍질추출물,2
타임추출물,2
다발방패버섯추출물,2
4-다이카복실레이트,2
연어알추출물,2
아시아틱애씨드(0.00003 ppm),2
2-헥산다이올@다이에톡시에틸석시네이트@글리세릴폴리메타크릴레이트@폴리아크릴레이트크로스폴리머-6@만니톨@에틸헥실글리세린@아데노신@소듐시트레이트@덱스트린@카카오추출물@시트릭애씨드@다이소듐이디티에이@T-부틸알코올@알지닌@사이클로덱스트린@하이드록시프로필사이클로덱스트린@말토덱스트린@잔탄검@베타-글루칸@아세틸테트라펩타이드-11@토코페롤,2
락토바실러스발효용해물(바이오-피디알엔TM)@정제수@프로판다이올@글리세린@나이아신아마이드@부틸렌글라이콜@카페인@다이프로필렌글라이콜@1,2
포트마리골드꽃추출물+,2
하이드롤라이즈드호호바에스터,2
귀리커넬추출물+,2
꿀추출물(900ppb),2
마데카소사이드(20ppm),2
마누카잎추출물(20ppm),2
병풀추출물(744ppm),2
바위손추출물*,2
피이지-8,2
폴리솔베이트80,2
마트리카리아꽃/잎추출물,2
사발팜열매추출물,2
로즈마리추출물,2
아라키딕애씨드,2
브로멜라인,2
서인도체리열매추출물,2
다이소듐스테아로일글루타메이트,2
사카라이드하이드롤리세이트,2
유용성감초추출물,2
세테아레스-20,2
서양산딸기잎추출물,2
마데카식애씨드(0.00004 ppm),2
개박하추출물+,2
오리스뿌리추출물,2
갈락토미세스발효여과물,2
사이클로펜타실록세인,2
레이디스맨틀잎추출물**,2
카프릴릴/카프릭트라이글리세라이드,2
소듐카보머,2
별꽃추출물+,2
사포닌,2
포도주추출물,2
라우릴다이메티콘/폴리글리세린-3크로스폴리머,2
포스포리피드,2
와일드인디고뿌리추출물+,2
소듐아크릴레이트/비닐알코올코폴리머,2
C18-21알케인,2
마데카소사이드(540 ppm),2
페퍼민트잎추출물,2
병풀추출물(51 ppm),2
병풀잎추출물(21 ppm),2
라즈베리잎추출물+,2
제라니올※ ※식물유래 에센셜오일 자체에 원래 포함된 성분,2
염소유추출물,2
실크추출물,2
알테로모나스발효추출물,2
멜론추출물,2
피이지-90,2
수용성엘라스틴,2
녹차씨추출물,2
펜타에리스리틸테트라아이소스테아레이트,2
티트리잎수,2
오크라열매추출물**,2
연꽃뿌리추출물**,2
신선초추출물**,2
몰로키아잎추출물**,2
티트리꽃/잎/줄기추출물,2
구아검,2
해수,2
양파추출물(1,2
250 ppm),2
돌콩펩타이드,2
프로필렌글라이콜알지네이트,2
피피지-26-부테스-26,2
세트리모늄브로마이드,2
벤조트라이아졸릴도데실p-크레솔,2
하이드롤라이즈드치자추출물,2
하이드롤라이즈드맥아추출물,2
하이드롤라이즈드삼색제비꽃추출물,2
아이리쉬모스가루,2
글리세레스-25피씨에이아이소스테아레이트,2
다이프로필렌글라이콜*,2
바실러스/폴릭애씨드/돌콩발효추출물,2
금,2
벤조익애씨드,2
참마뿌리추출물**,2
아시아티코사이드*(4,2
레티놀(500IU/g),2
800ppm),2
스테아릴글리시레티네이트,2
완두콩펩타이드,2
마트리카리아추출물,2
보리지씨오일,2
버지니아풍년화잎추출물,2
프로폴리스추출물(1932ppm),2
워터민트추출물,2
미나리추출물,2
베티버뿌리오일,2
돌콩배아추출물,2
다이에틸헥실시링질리덴말로네이트,2
다이하이드로미리세틴(0.15%),2
소듐하이알루로네이트(0.235%),2
소듐하이알루로네이트(100ppm),2
보론나이트라이드,2
라우로일라이신,2
다이스타치포스페이트,2
프로필헵틸카프릴레이트,2
트라이하이드록시스테아린,2
피마자씨오일,2
징크피씨에이(1ppm),2
아시아틱애씨드*(3,2
마데카식애씨드*(3,2
아이소헥사데칸,2
아시아티코사이드(39 ppm),2
삼색제비꽃추출물**,2
하이드롤라이즈드소듐하이알루로네이 트(30ppm),2
폴리글리세릴-6카프릴레이트,2
올리고펩타이드-29,2
올리고펩타이드-32,2
식물성스쿠알란(1ppm),2
하이드록시프로필트라이모늄하이알루로네이트 (30ppm),2
에스에이치-폴리펩타이드-62,2
포타슘하이알루로네이트(30ppm),2
세틸알코올,2
매실추출물,2
호두추출물,2
연꽃추출물,2
둥굴레뿌리줄기추출물,2
다마스크장미꽃추출물**,2
꿀,2
소듐하이알루 로네이트크로스폴리머(30ppm),2
하이드롤라이즈드알진,2
에델바이스캘러스배양추출물,2
포도덩굴수액,2
소듐아세틸레이티드하이알 루로네이트(1ppm),2
++표시: 식물 유래 향),2
하늘타리뿌리추출물,2
실리카다이메틸실릴레이트,2
쿼세틴,2
트라이펩타이드-29,2
양파추출물,2
니코틴아마이드모노뉴클레오타이드(10,2
하이알 루로닉애씨드(30ppm),2
아세틸펜타펩타이드-1,2
알라닌/히스티딘/라이신폴리펩타이드카퍼에이치씨엘,2
미리스토일헥사펩타이드-16,2
노나펩타이드-7,2
왜당귀뿌리추출물,2
질경이추출물,2
복숭아씨추출물,2
오레가노잎추출물,2
소르빅애씨드,2
니코티노일트라이펩타이드-35,2
니코티노일다이펩타이드-26,2
콥티스뿌리추출물,2
옥타펩타이드-2,2
펜타펩타이드-13,2
팔미토일테트라펩타이드-10,2
에칠아스코빌에텔,2
소듐하이알루로 네이트(800ppm),2
팔미토일트라이펩타이드-29,2
테트라펩타이드-44,2
풀러린,2
테트라펩타이드-30,2
소듐디엔에이(100ppm),2
